hotel,NoofRooms,NoofRoomsOccupied,OccupancyRate,AverageRoomRate,RoomRevenue,FBRevenue,RoomDep,FBDep,AdmDep,OtherDep,Month,location
FourPointsBySheratonTaipeiZhonghe,126,3391,0.8971,2795,9477278,5926015,34,51,20,8,2015-11-01,Other
SunSpringResort,167,3188,0.6363,2362,7531540,1427692,36,14,6,0,2015-11-01,Other
SheratonTaitungHotel,290,2890,0.3322,2887,8343882,10048009,55,85,33,10,2015-11-01,Other
EvergreenLaurelHotelKeelung,140,3542,0.8433,2176,7708995,4285683,30,23,18,5,2015-11-01,Other
YuhTongHotel,117,2390,0.6809,2174,5195975,4830375,27,39,4,3,2015-11-01,Other
FullonHotelTamsuiFishermensWharf,198,2334,0.3803,5640,13163330,13761015,42,103,29,10,2015-12-01,Other
GreatRootsForestrySpaResort,95,2622,0.8903,4627,12131570,15537261,27,62,8,104,2015-12-01,Other
HotelTainan,152,2134,0.4529,1812,3867170,8714417,33,91,31,0,2015-12-01,Other
TayihLandisTainan,315,6962,0.713,3124,21751232,26933209,97,179,62,0,2015-12-01,Other
EvergreenPlazaHotelTainan,197,5307,0.869,2586,13723438,23017608,65,102,24,13,2015-12-01,Other
ShangriLasFarEasternPlazaHotelTainan,336,7967,0.7649,3825,30477741,26548822,113,163,76,21,2015-12-01,Other
EDaRoyalHotel,656,10909,0.5364,3640,39714065,28560383,107,200,112,96,2015-12-01,Other
SilksPlaceYilan,193,4084,0.6826,8429,34425138,27871894,60,194,31,30,2015-12-01,Other
EvergreenResortHotelJiaosi,231,6226,0.8694,6361,39602491,23894698,105,109,57,45,2015-12-01,Other
FormosanNaruwanHotelResortTaitung,276,4329,0.506,3095,13399295,8654545,102,56,46,54,2015-12-01,Other
NicePrinceHotel,245,4090,0.5385,2506,10248503,14578031,68,90,29,15,2015-12-01,Other
FourPointsBySheratonTaipeiZhonghe,126,3378,0.8648,2701,9124044,4286719,33,50,20,8,2015-12-01,Other
SunSpringResort,167,3153,0.609,2508,7906632,737089,36,14,6,0,2015-12-01,Other
SheratonTaitungHotel,290,2318,0.2578,3072,7120294,7794959,48,91,34,21,2015-12-01,Other
EvergreenLaurelHotelKeelung,140,3729,0.8592,2189,8162471,4507884,30,23,18,5,2015-12-01,Other
YuhTongHotel,117,1780,0.4908,2256,4016530,3446285,27,39,5,3,2015-12-01,Other
FullonHotelTamsuiFishermensWharf,198,1734,0.2825,4884,8468717,20083898,44,103,25,19,2016-01-01,Other
GreatRootsForestrySpaResort,95,2474,0.8401,4718,11672640,19562120,26,64,8,104,2016-01-01,Other
HotelTainan,152,1742,0.3697,1961,3415405,14225932,32,104,31,0,2016-01-01,Other
TayihLandisTainan,315,5917,0.6059,3268,19336170,44867069,91,178,62,0,2016-01-01,Other
EvergreenPlazaHotelTainan,197,4799,0.7858,2709,12998613,29935976,64,98,24,13,2016-01-01,Other
ShangriLasFarEasternPlazaHotelTainan,336,6753,0.6483,3860,26064838,28154071,118,161,77,21,2016-01-01,Other
EDaRoyalHotel,656,13255,0.6518,3204,42469020,35997393,102,209,98,117,2016-01-01,Other
SilksPlaceYilan,193,2909,0.4862,8560,24900331,25265769,64,208,32,33,2016-01-01,Other
EvergreenResortHotelJiaosi,231,5285,0.738,6757,35711348,26037772,101,110,57,48,2016-01-01,Other
FormosanNaruwanHotelResortTaitung,276,4295,0.502,3415,14667807,9293010,105,53,48,58,2016-01-01,Other
NicePrinceHotel,245,3543,0.4665,2478,8778364,21956593,67,89,30,15,2016-01-01,Other
FourPointsBySheratonTaipeiZhonghe,126,3015,0.7719,2805,8458179,7533378,33,50,19,8,2016-01-01,Other
SunSpringResort,167,3099,0.5986,1344,4165553,1309719,36,14,6,0,2016-01-01,Other
SheratonTaitungHotel,290,1861,0.207,3659,6809399,11143154,51,93,32,21,2016-01-01,Other
EvergreenLaurelHotelKeelung,140,2883,0.6643,2323,6696267,4686065,28,21,19,5,2016-01-01,Other
YuhTongHotel,117,1331,0.367,3386,4506200,5280260,31,41,5,3,2016-01-01,Other
FullonHotelTamsuiFishermensWharf,198,1475,0.2569,6832,10077269,16256196,44,96,25,19,2016-02-01,Other
GreatRootsForestrySpaResort,95,2403,0.8722,5161,12401781,14245935,27,68,7,104,2016-02-01,Other
HotelTainan,152,1959,0.4444,2480,4857690,14480422,32,102,31,0,2016-02-01,Other
TayihLandisTainan,315,4802,0.5257,4432,21282025,26404532,94,174,64,0,2016-02-01,Other
EvergreenPlazaHotelTainan,197,4684,0.8199,3596,16845535,24926711,63,97,24,13,2016-02-01,Other
ShangriLasFarEasternPlazaHotelTainan,336,6535,0.6707,4793,31324814,20661063,122,166,74,21,2016-02-01,Other
EDaRoyalHotel,656,13623,0.7161,4134,56317482,33423172,107,218,99,110,2016-02-01,Other
SilksPlaceYilan,193,2866,0.5121,10931,31328419,28567098,62,185,31,34,2016-02-01,Other
EvergreenResortHotelJiaosi,231,5289,0.7895,7861,41574484,22533385,105,102,57,52,2016-02-01,Other
FormosanNaruwanHotelResortTaitung,276,4762,0.595,5829,27760030,11946233,100,36,65,65,2016-02-01,Other
NicePrinceHotel,245,4342,0.6111,3498,15187862,19120773,68,106,29,15,2016-02-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2418,0.6617,2675,6468355,6399417,34,46,18,8,2016-02-01,Other
SunSpringResort,167,3148,0.65,2659,8371371,1351428,36,14,0,6,2016-02-01,Other
SheratonTaitungHotel,290,2913,0.3464,5920,17244392,10193732,85,85,0,0,2016-02-01,Other
EvergreenLaurelHotelKeelung,140,3175,0.782,2843,9026376,5945940,28,23,19,5,2016-02-01,Other
YuhTongHotel,107,1979,0.6378,3115,6164280,4864545,31,41,5,3,2016-02-01,Other
FullonHotelTamsuiFishermensWharf,198,1401,0.2283,4715,6606327,10709536,43,93,31,14,2016-03-01,Other
GreatRootsForestrySpaResort,95,2336,0.7932,4376,10222451,10534425,27,68,7,105,2016-03-01,Other
HotelTainan,152,2070,0.4393,1829,3786002,7562645,35,102,31,0,2016-03-01,Other
TayihLandisTainan,315,5770,0.5909,3098,17875755,21528825,90,169,63,0,2016-03-01,Other
EvergreenPlazaHotelTainan,197,4643,0.7603,2612,12129286,23165683,62,94,24,15,2016-03-01,Other
ShangriLasFarEasternPlazaHotelTainan,336,6732,0.6463,3504,23586350,18366957,118,157,74,21,2016-03-01,Other
EDaRoyalHotel,656,11907,0.5855,2889,34399323,25993518,103,207,102,108,2016-03-01,Other
SilksPlaceYilan,193,2578,0.4309,7717,19894214,18731465,60,175,34,33,2016-03-01,Other
EvergreenResortHotelJiaosi,231,4555,0.6361,5649,25732818,16948989,103,103,57,53,2016-03-01,Other
FormosanNaruwanHotelResortTaitung,0,0,0,NA,10995016,6974957,60,56,54,77,2016-03-01,Other
NicePrinceHotel,245,4642,0.6112,2537,11778845,16179098,69,103,29,13,2016-03-01,Other
FourPointsBySheratonTaipeiZhonghe,126,3351,0.8579,2772,9288544,3996810,33,48,18,8,2016-03-01,Other
SunSpringResort,167,4140,0.7997,1880,7781728,1969973,36,14,0,6,2016-03-01,Other
SheratonTaitungHotel,290,2823,0.314,3132,8841662,8298688,55,92,31,22,2016-03-01,Other
EvergreenLaurelHotelKeelung,140,3379,0.7786,2049,6923802,4827729,30,22,20,5,2016-03-01,Other
YuhTongHotel,107,2118,0.6385,2163,4582190,2590130,31,41,5,3,2016-03-01,Other
FullonHotelTamsuiFishermensWharf,198,1576,0.2653,4964,7823886,13047806,43,96,30,13,2016-04-01,Other
GreatRootsForestrySpaResort,95,2339,0.8207,4408,10310227,12546868,25,61,10,108,2016-04-01,Other
HotelTainan,152,2273,0.4985,1884,4283344,6866702,34,102,31,0,2016-04-01,Other
TayihLandisTainan,315,6193,0.6553,3376,20908232,24292857,88,168,63,0,2016-04-01,Other
EvergreenPlazaHotelTainan,197,5200,0.8799,2694,14007228,21944966,64,91,23,15,2016-04-01,Other
ShangriLasFarEasternPlazaHotelTainan,335,6829,0.6795,3707,25314477,18649816,117,153,73,21,2016-04-01,Other
EDaRoyalHotel,656,12215,0.6207,3259,39813650,22950646,105,216,100,106,2016-04-01,Other
SilksPlaceYilan,193,2868,0.4953,8400,24090198,18840888,59,170,34,33,2016-04-01,Other
EvergreenResortHotelJiaosi,231,4367,0.6302,6060,26465739,16869973,102,102,60,52,2016-04-01,Other
FormosanNaruwanHotelResortTaitung,276,4057,0.49,3606,14630263,8130712,92,63,53,40,2016-04-01,Other
NicePrinceHotel,245,4864,0.6618,2497,12146278,1556220,72,101,29,13,2016-04-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2819,0.7458,2764,7791693,4106446,31,49,18,8,2016-04-01,Other
SunSpringResort,167,3880,0.7745,1606,6231625,1285132,36,14,6,0,2016-04-01,Other
SheratonTaitungHotel,290,3692,0.4244,3293,12156274,9247151,53,90,31,27,2016-04-01,Other
EvergreenLaurelHotelKeelung,140,3401,0.8098,2229,7581863,5316696,32,22,18,5,2016-04-01,Other
YuhTongHotel,107,2140,0.6667,2342,5010910,3670550,28,37,6,3,2016-04-01,Other
FullonHotelTamsuiFishermensWharf,198,2136,0.348,4540,9698303,14908878,44,99,31,13,2016-05-01,Other
GreatRootsForestrySpaResort,95,2327,0.7902,4300,10006379,11758242,24,61,9,107,2016-05-01,Other
HotelTainan,152,1788,0.3795,1822,3258066,9883762,34,102,31,0,2016-05-01,Other
TayihLandisTainan,315,5504,0.5636,3081,16957032,32440401,87,169,63,0,2016-05-01,Other
EvergreenPlazaHotelTainan,197,5094,0.8341,2568,13080057,21774717,59,86,24,15,2016-05-01,Other
ShangriLasFarEasternPlazaHotelTainan,335,7367,0.7094,3365,24789344,23544619,117,157,71,21,2016-05-01,Other
EDaRoyalHotel,656,13979,0.6874,2976,41601504,25845927,107,207,107,106,2016-05-01,Other
SilksPlaceYilan,193,3310,0.5532,8127,26900431,24354513,57,168,34,30,2016-05-01,Other
EvergreenResortHotelJiaosi,231,4115,0.5746,5450,22426997,18629818,103,103,59,51,2016-05-01,Other
FormosanNaruwanHotelResortTaitung,276,3465,0.405,3430,11885567,8236143,95,63,41,50,2016-05-01,Other
NicePrinceHotel,245,5750,0.7571,2085,11987268,19681429,70,98,29,12,2016-05-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2690,0.6887,2800,7531746,5359935,31,49,18,8,2016-05-01,Other
SunSpringResort,167,3005,0.5805,1798,5402330,450895,36,14,6,0,2016-05-01,Other
SheratonTaitungHotel,290,3823,0.4253,3080,11774509,12231366,49,89,41,10,2016-05-01,Other
EvergreenLaurelHotelKeelung,140,3071,0.7076,2160,6633416,6290644,32,23,18,5,2016-05-01,Other
YuhTongHotel,117,1697,0.4679,2223,3772695,3285360,27,37,6,3,2016-05-01,Other
FullonHotelTamsuiFishermensWharf,198,1771,0.2981,5097,9027220,9640964,44,100,30,13,2016-06-01,Other
GreatRootsForestrySpaResort,95,2310,0.8105,4346,10038585,10743306,24,61,9,107,2016-06-01,Other
HotelTainan,152,2060,0.4518,1938,3992298,8229099,33,101,31,0,2016-06-01,Other
TayihLandisTainan,315,5069,0.5364,3407,17271016,24060882,86,166,65,0,2016-06-01,Other
EvergreenPlazaHotelTainan,197,4851,0.8208,2680,12998427,21108129,58,91,24,15,2016-06-01,Other
ShangriLasFarEasternPlazaHotelTainan,335,7084,0.7049,3528,24990294,23159003,114,155,72,21,2016-06-01,Other
EDaRoyalHotel,656,14404,0.7319,3013,43399252,28939681,101,199,108,124,2016-06-01,Other
SilksPlaceYilan,193,4074,0.7036,8425,34324227,22044292,57,165,34,34,2016-06-01,Other
EvergreenResortHotelJiaosi,231,4375,0.6313,6006,26276001,18723492,103,105,59,49,2016-06-01,Other
FormosanNaruwanHotelResortTaitung,276,3519,0.425,3604,12682476,7765133,95,66,40,43,2016-06-01,Other
NicePrinceHotel,245,4641,0.6314,2754,12780030,17941458,69,93,29,12,2016-06-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2557,0.6765,2779,7106382,3400521,31,46,18,8,2016-06-01,Other
SunSpringResort,167,2069,0.413,1921,3974974,787626,36,14,6,0,2016-06-01,Other
SheratonTaitungHotel,290,3332,0.383,3388,11288117,8637277,82,105,27,15,2016-06-01,Other
EvergreenLaurelHotelKeelung,140,3225,0.7679,2337,7537944,5452378,32,23,18,5,2016-06-01,Other
YuhTongHotel,117,1098,0.3128,2536,2784890,2110575,27,38,6,3,2016-06-01,Other
FullonHotelTamsuiFishermensWharf,198,2438,0.3972,5450,13287459,15598120,54,101,34,13,2016-07-01,Other
GreatRootsForestrySpaResort,95,2615,0.8879,4680,12239234,13258912,28,65,9,111,2016-07-01,Other
HotelTainan,152,1948,0.4134,2200,4285819,6790876,36,111,31,0,2016-07-01,Other
TayihLandisTainan,315,6345,0.6498,3417,21679505,30178809,83,152,64,0,2016-07-01,Other
EvergreenPlazaHotelTainan,197,5594,0.916,2880,16110913,22352943,60,90,24,15,2016-07-01,Other
ShangriLasFarEasternPlazaHotelTainan,335,7459,0.7182,3686,27496499,22106103,117,163,75,21,2016-07-01,Other
EDaRoyalHotel,656,13293,0.6537,3935,52307955,26583946,122,225,110,91,2016-07-01,Other
SilksPlaceYilan,193,4536,0.7581,9793,44422719,27284628,63,169,34,35,2016-07-01,Other
EvergreenResortHotelJiaosi,231,4873,0.6805,7243,35295388,22103238,103,104,58,51,2016-07-01,Other
FormosanNaruwanHotelResortTaitung,276,5348,0.6251,3979,21279692,10950158,124,80,57,36,2016-07-01,Other
NicePrinceHotel,245,4365,0.5747,2715,11849534,18426769,70,112,29,12,2016-07-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2480,0.6349,2539,6296800,3348352,36,49,19,8,2016-07-01,Other
SunSpringResort,167,2878,0.5559,1938,5577721,1357458,36,14,6,0,2016-07-01,Other
SheratonTaitungHotel,290,4345,0.4833,3565,15489865,10968992,58,100,37,21,2016-07-01,Other
EvergreenLaurelHotelKeelung,140,3268,0.753,2788,9110048,5554905,33,23,19,5,2016-07-01,Other
YuhTongHotel,107,1156,0.3485,2448,2829950,1854375,28,39,6,3,2016-07-01,Other
FullonHotelTamsuiFishermensWharf,198,2134,0.3477,5556,11855903,13312019,52,100,32,10,2016-08-01,Other
GreatRootsForestrySpaResort,95,2576,0.8747,4684,12066584,11369553,27,67,9,113,2016-08-01,Other
HotelTainan,152,2133,0.4527,2153,4592987,8058149,34,105,30,0,2016-08-01,Other
TayihLandisTainan,315,6482,0.6638,3158,20471967,27079606,92,172,65,0,2016-08-01,Other
EvergreenPlazaHotelTainan,197,5185,0.849,2747,14245225,22613043,56,95,24,15,2016-08-01,Other
ShangriLasFarEasternPlazaHotelTainan,335,7469,0.7192,3622,27049456,20632428,107,154,72,21,2016-08-01,Other
EDaRoyalHotel,656,14171,0.6968,3627,51398217,26742214,114,216,109,91,2016-08-01,Other
SilksPlaceYilan,193,4289,0.7169,9517,40817919,30193625,63,165,33,34,2016-08-01,Other
EvergreenResortHotelJiaosi,231,4857,0.6783,7044,34213574,19058973,106,100,59,51,2016-08-01,Other
FormosanNaruwanHotelResortTaitung,276,3919,0.458,4194,16436286,8759881,121,69,52,44,2016-08-01,Other
NicePrinceHotel,245,3785,0.4984,2605,9858573,12611952,71,105,30,12,2016-08-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2289,0.586,2640,6042124,2802311,33,49,19,8,2016-08-01,Other
SunSpringResort,167,1514,0.2924,2386,3611966,308090,36,14,6,0,2016-08-01,Other
SheratonTaitungHotel,290,3236,0.36,3706,11991968,9684317,59,98,48,10,2016-08-01,Other
EvergreenLaurelHotelKeelung,140,3101,0.7145,2706,8390141,5711647,32,21,19,5,2016-08-01,Other
YuhTongHotel,107,719,0.2168,2391,1719400,1703110,28,39,6,3,2016-08-01,Other
FullonHotelTamsuiFishermensWharf,196,1754,0.2983,5773,10126676,13044167,52,101,34,12,2016-09-01,Other
GreatRootsForestrySpaResort,95,2428,0.8519,4480,10878030,11546770,25,63,10,110,2016-09-01,Other
HotelTainan,152,1992,0.4368,1993,3970470,8098359,34,103,0,28,2016-09-01,Other
TayihLandisTainan,315,5246,0.5551,3209,16836044,20463735,89,170,65,0,2016-09-01,Other
EvergreenPlazaHotelTainan,197,4507,0.7626,2733,12315534,20020188,55,88,24,15,2016-09-01,Other
ShangriLasFarEasternPlazaHotelTainan,335,6740,0.6706,3483,23476058,25359051,110,164,76,21,2016-09-01,Other
EDaRoyalHotel,656,11053,0.5616,2868,31700004,26609051,102,187,107,87,2016-09-01,Other
SilksPlaceYilan,193,2696,0.4656,8637,23284262,21826845,64,159,34,35,2016-09-01,Other
EvergreenResortHotelJiaosi,231,3607,0.5205,6041,21790176,17817255,102,100,57,56,2016-09-01,Other
FormosanNaruwanHotelResortTaitung,276,2492,0.301,3538,8817687,5676759,107,62,47,43,2016-09-01,Other
NicePrinceHotel,245,3905,0.5313,2305,9001805,12586841,73,115,30,13,2016-09-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2011,0.532,2592,5211981,6173162,31,50,19,9,2016-09-01,Other
SunSpringResort,167,1962,0.3916,1826,3582641,603911,36,14,6,0,2016-09-01,Other
SheratonTaitungHotel,290,2486,0.2857,3272,8133012,7042261,70,101,39,7,2016-09-01,Other
EvergreenLaurelHotelKeelung,140,2592,0.6171,2339,6063741,4580892,33,21,19,5,2016-09-01,Other
YuhTongHotel,107,757,0.2358,2528,1913800,2778790,29,41,4,3,2016-09-01,Other
FullonHotelTamsuiFishermensWharf,198,1936,0.3154,5973,11563406,18926988,50,99,33,10,2016-10-01,Other
GreatRootsForestrySpaResort,95,2630,0.893,4650,12229436,15469435,21,65,10,111,2016-10-01,Other
HotelTainan,152,2060,0.4372,2099,4324191,10037178,34,104,0,28,2016-10-01,Other
TayihLandisTainan,315,6883,0.7049,3235,22267371,32458634,87,170,64,0,2016-10-01,Other
EvergreenPlazaHotelTainan,197,4983,0.8159,2696,13432146,22114423,50,93,24,15,2016-10-01,Other
ShangriLasFarEasternPlazaHotelTainan,335,7012,0.6752,3735,26190208,26875193,118,162,79,22,2016-10-01,Other
EDaRoyalHotel,656,13387,0.6583,2892,38715204,22577097,98,178,107,87,2016-10-01,Other
SilksPlaceYilan,193,3154,0.5272,9142,28834070,29159117,64,160,33,36,2016-10-01,Other
EvergreenResortHotelJiaosi,231,4454,0.622,6111,27220541,19975437,104,99,55,55,2016-10-01,Other
FormosanNaruwanHotelResortTaitung,276,2584,0.302,3316,8568246,7644894,102,62,47,41,2016-10-01,Other
NicePrinceHotel,245,4852,0.6388,2225,10797176,16982170,69,114,30,13,2016-10-01,Other
FourPointsBySheratonTaipeiZhonghe,126,3231,0.8272,2651,8566802,5816240,32,51,18,9,2016-10-01,Other
SunSpringResort,167,2688,0.5192,2069,5562778,1278587,36,14,6,0,2016-10-01,Other
SheratonTaitungHotel,290,3255,0.3621,3146,10241176,10607148,58,97,43,19,2016-10-01,Other
EvergreenLaurelHotelKeelung,140,3568,0.8221,2285,8153141,5794292,34,22,19,5,2016-10-01,Other
YuhTongHotel,107,1105,0.3331,2363,2610890,5397500,28,41,4,3,2016-10-01,Other
FullonHotelTamsuiFishermensWharf,198,1860,0.3131,5396,10037178,13781277,50,95,32,11,2016-11-01,Other
GreatRootsForestrySpaResort,95,2485,0.8719,4590,11407043,13237035,25,64,10,111,2016-11-01,Other
HotelTainan,152,2433,0.5336,2004,4875673,10442178,34,95,39,0,2016-11-01,Other
TayihLandisTainan,315,6913,0.7315,3210,22190436,29594067,89,171,64,0,2016-11-01,Other
EvergreenPlazaHotelTainan,197,4914,0.8315,2611,12828568,24276042,53,92,24,15,2016-11-01,Other
ShangriLasFarEasternPlazaHotelTainan,335,7459,0.7422,3564,26587558,28249997,119,163,77,22,2016-11-01,Other
EDaRoyalHotel,656,13355,0.6786,3173,42375415,19219854,89,184,106,88,2016-11-01,Other
SilksPlaceYilan,193,3073,0.5307,8728,26820279,24699103,64,163,35,37,2016-11-01,Other
EvergreenResortHotelJiaosi,231,4046,0.5838,6200,25083465,20820716,105,98,57,56,2016-11-01,Other
FormosanNaruwanHotelResortTaitung,0,0,0,NA,9232157,8984511,102,65,47,35,2016-11-01,Other
NicePrinceHotel,245,5001,0.6804,2171,10855129,14816241,69,114,28,10,2016-11-01,Other
FourPointsBySheratonTaipeiZhonghe,126,3e3,0.7937,2624,7871505,4792390,32,51,18,9,2016-11-01,Other
SunSpringResort,167,2882,0.5752,1925,5547853,1153740,36,14,6,0,2016-11-01,Other
SheratonTaitungHotel,290,3614,0.4154,3174,11469156,11429758,59,98,43,19,2016-11-01,Other
EvergreenLaurelHotelKeelung,140,3154,0.751,2309,7283708,4774437,33,22,19,5,2016-11-01,Other
YuhTongHotel,107,1330,0.4143,2290,3045720,4755930,28,41,4,3,2016-11-01,Other
FullonHotelTamsuiFishermensWharf,198,2261,0.3684,5698,12882446,15685408,44,93,34,12,2016-12-01,Other
GreatRootsForestrySpaResort,95,2636,0.8951,4745,12508525,15858294,27,62,6,117,2016-12-01,Other
HotelTainan,152,2366,0.5021,2144,5071965,10407557,34,95,0,38,2016-12-01,Other
TayihLandisTainan,315,7180,0.7353,3316,23807693,31161339,88,171,64,0,2016-12-01,Other
EvergreenPlazaHotelTainan,197,5175,0.8474,2736,14158814,27048720,54,93,24,15,2016-12-01,Other
ShangriLasFarEasternPlazaHotelTainan,335,7737,0.745,3749,29006139,31037104,118,159,44,50,2016-12-01,Other
EDaRoyalHotel,656,14227,0.6996,3396,48314892,27091428,88,179,105,90,2016-12-01,Other
SilksPlaceYilan,193,4264,0.7127,8883,37875997,31721024,66,160,35,37,2016-12-01,Other
EvergreenResortHotelJiaosi,231,5665,0.7911,6679,37836762,24819643,105,100,57,54,2016-12-01,Other
FormosanNaruwanHotelResortTaitung,276,4150,0.485,3002,12457279,10611857,101,58,46,38,2016-12-01,Other
NicePrinceHotel,245,3964,0.5219,2569,10183055,14446538,74,114,28,10,2016-12-01,Other
FourPointsBySheratonTaipeiZhonghe,126,3219,0.8241,2640,8497769,6342813,31,51,18,9,2016-12-01,Other
SunSpringResort,167,3468,0.6699,2099,7278890,605554,36,14,6,0,2016-12-01,Other
SheratonTaitungHotel,290,3760,0.4182,3181,11960742,10571339,58,95,43,19,2016-12-01,Other
EvergreenLaurelHotelKeelung,140,3335,0.7684,2292,7643912,4874195,32,22,19,5,2016-12-01,Other
YuhTongHotel,107,1311,0.3952,2304,3020190,5251440,28,41,4,3,2016-12-01,Other
FullonHotelTamsuiFishermensWharf,198,1613,0.2628,7021,11324285,21983420,46,98,33,11,2017-01-01,Other
GreatRootsForestrySpaResort,95,2637,0.8954,5305,13989411,18460204,24,62,6,117,2017-01-01,Other
HotelTainan,152,1626,0.3451,2748,4468576,17531263,34,104,37,0,2017-01-01,Other
TayihLandisTainan,315,5836,0.5976,4065,23722506,41678122,78,154,66,0,2017-01-01,Other
EvergreenPlazaHotelTainan,197,4784,0.7834,3529,16883592,32261187,59,93,16,15,2017-01-01,Other
ShangriLasFarEasternPlazaHotelTainan,335,6546,0.6303,4565,29881731,35240630,116,156,80,20,2017-01-01,Other
EDaRoyalHotel,656,13170,0.6476,3514,46278261,37423576,88,185,102,93,2017-01-01,Other
SilksPlaceYilan,193,3818,0.6381,9750,37224221,33907832,68,169,35,42,2017-01-01,Other
EvergreenResortHotelJiaosi,231,5266,0.7354,7858,41381364,27478346,102,100,56,58,2017-01-01,Other
FormosanNaruwanHotelResortTaitung,276,3979,0.4651,4530,18024870,13126387,99,57,46,41,2017-01-01,Other
NicePrinceHotel,245,2974,0.3916,3666,10901430,24539633,68,103,30,13,2017-01-01,Other
FourPointsBySheratonTaipeiZhonghe,126,2428,0.6216,2740,6652985,8787872,31,49,18,9,2017-01-01,Other
SunSpringResort,167,2410,0.4655,2455,5916565,872352,36,14,6,0,2017-01-01,Other
WaldenHotelYilan,103,1080,0.3382,3506,3786088,5437325,16,32,7,30,2017-01-01,Other
SheratonTaitungHotel,290,2489,0.2769,4592,11430233,12178083,67,94,45,14,2017-01-01,Other
EvergreenLaurelHotelKeelung,140,2776,0.6396,2940,8160289,6261594,31,23,19,5,2017-01-01,Other
YuhTongHotel,117,891,0.2457,3540,3154200,7854370,32,41,4,3,2017-01-01,Other
FullonHotelTamsuiFishermensWharf,198,1133,0.2044,5631,6380321,10790061,44,96,31,12,2017-02-01,Other
GreatRootsForestrySpaResort,95,2209,0.8305,4580,10117356,13614029,25,62,6,117,2017-02-01,Other
HotelTainan,152,1844,0.4333,2242,4133663,7888423,33,95,38,0,2017-02-01,Other
TayihLandisTainan,315,6204,0.7034,3297,20456881,23176512,92,172,68,0,2017-02-01,Other
EvergreenPlazaHotelTainan,197,4467,0.8098,2910,12999365,17036261,52,90,23,14,2017-02-01,Other
